,CountryCode,RegionName,RegionCode,Date,H6_Facial Coverings,ConfirmedCases
9349,USA,North Carolina,NC,2020-03-22,0.0,325.0
5378,USA,Indiana,IN,2020-03-23,0.0,270.0
11998,USA,Ohio,OH,2020-03-23,,443.0
8026,USA,Minnesota,MN,2020-03-23,0.0,234.0
10012,USA,Nebraska,NE,2020-03-23,0.0,51.0
15639,USA,Virgin Islands,VI,2020-03-23,0.0,7.0
1075,USA,Arkansas,AR,2020-03-23,0.0,192.0
6040,USA,Kentucky,KY,2020-03-23,0.0,123.0
3723,USA,Georgia,GA,2020-03-23,0.0,772.0
7695,USA,Michigan,MI,2020-03-23,1.0,1454.0
3392,USA,Florida,FL,2020-03-23,0.0,1227.0
9350,USA,North Carolina,NC,2020-03-23,0.0,423.0
6702,USA,Massachusetts,MA,2020-03-23,0.0,2900.0
14646,USA,Texas,TX,2020-03-23,0.0,764.0
4054,USA,Hawaii,HI,2020-03-23,0.0,56.0
4716,USA,Idaho,ID,2020-03-23,0.0,68.0
14315,USA,Tennessee,TN,2020-03-23,0.0,614.0
15308,USA,Virginia,VA,2020-03-23,1.0,254.0
12329,USA,Oklahoma,OK,2020-03-23,0.0,81.0
2730,USA,Washington DC,DC,2020-03-23,0.0,120.0
8357,USA,Missouri,MO,2020-03-23,0.0,225.0
11667,USA,New York,NY,2020-03-23,0.0,20884.0
3061,USA,Delaware,DE,2020-03-23,0.0,68.0
744,USA,Alabama,AL,2020-03-23,0.0,224.0
6371,USA,Louisiana,LA,2020-03-23,0.0,1172.0
12660,USA,Oregon,OR,2020-03-23,0.0,191.0
7033,USA,Maryland,MD,2020-03-23,0.0,290.0
4385,USA,Iowa,IA,2020-03-23,0.0,105.0
2399,USA,Connecticut,CT,2020-03-23,0.0,415.0
5709,USA,Kansas,KS,2020-03-23,0.0,84.0
10674,USA,New Jersey,NJ,2020-03-23,0.0,2844.0
16963,USA,West Virginia,WV,2020-03-23,0.0,16.0
13984,USA,South Dakota,SD,2020-03-23,0.0,28.0
1406,USA,Arizona,AZ,2020-03-23,0.0,235.0
413,USA,Alaska,AK,2020-03-23,0.0,39.0
14977,USA,Utah,UT,2020-03-23,0.0,257.0
13653,USA,South Carolina,SC,2020-03-23,0.0,298.0
11336,USA,Nevada,NV,2020-03-23,0.0,245.0
5047,USA,Illinois,IL,2020-03-23,0.0,1285.0
9019,USA,Montana,MT,2020-03-23,0.0,34.0
9681,USA,North Dakota,ND,2020-03-23,0.0,30.0
1737,USA,California,CA,2020-03-23,0.0,2113.0
17294,USA,Wyoming,WY,2020-03-23,0.0,26.0
16301,USA,Washington,WA,2020-03-23,0.0,2221.0
7364,USA,Maine,ME,2020-03-23,0.0,107.0
2068,USA,Colorado,CO,2020-03-23,0.0,723.0
8688,USA,Mississippi,MS,2020-03-23,0.0,249.0
15970,USA,Vermont,VT,2020-03-23,0.0,75.0
10343,USA,New Hampshire,NH,2020-03-23,0.0,101.0
13322,USA,Rhode Island,RI,2020-03-23,0.0,106.0
12991,USA,Pennsylvania,PA,2020-03-23,0.0,698.0
16632,USA,Wisconsin,WI,2020-03-23,0.0,425.0
11005,USA,New Mexico,NM,2020-03-23,0.0,83.0
7696,USA,Michigan,MI,2020-03-24,1.0,1942.0
15309,USA,Virginia,VA,2020-03-24,1.0,293.0
8358,USA,Missouri,MO,2020-03-24,0.0,291.0
4386,USA,Iowa,IA,2020-03-24,0.0,124.0
8027,USA,Minnesota,MN,2020-03-24,0.0,261.0
3393,USA,Florida,FL,2020-03-24,0.0,1412.0
5048,USA,Illinois,IL,2020-03-24,0.0,1537.0
12661,USA,Oregon,OR,2020-03-24,0.0,210.0
14316,USA,Tennessee,TN,2020-03-24,0.0,772.0
9020,USA,Montana,MT,2020-03-24,0.0,51.0
7034,USA,Maryland,MD,2020-03-24,0.0,349.0
4055,USA,Hawaii,HI,2020-03-24,0.0,90.0
13985,USA,South Dakota,SD,2020-03-24,0.0,30.0
13654,USA,South Carolina,SC,2020-03-24,0.0,342.0
11668,USA,New York,NY,2020-03-24,0.0,25681.0
11337,USA,Nevada,NV,2020-03-24,0.0,278.0
3724,USA,Georgia,GA,2020-03-24,0.0,1026.0
9682,USA,North Dakota,ND,2020-03-24,0.0,36.0
1407,USA,Arizona,AZ,2020-03-24,0.0,326.0
1076,USA,Arkansas,AR,2020-03-24,0.0,219.0
14647,USA,Texas,TX,2020-03-24,0.0,968.0
12330,USA,Oklahoma,OK,2020-03-24,0.0,106.0
2731,USA,Washington DC,DC,2020-03-24,0.0,141.0
1738,USA,California,CA,2020-03-24,0.0,2542.0
6372,USA,Louisiana,LA,2020-03-24,0.0,1388.0
10013,USA,Nebraska,NE,2020-03-24,0.0,66.0
10675,USA,New Jersey,NJ,2020-03-24,0.0,3675.0
4717,USA,Idaho,ID,2020-03-24,0.0,81.0
10344,USA,New Hampshire,NH,2020-03-24,0.0,101.0
9351,USA,North Carolina,NC,2020-03-24,0.0,544.0
13323,USA,Rhode Island,RI,2020-03-24,0.0,124.0
6703,USA,Massachusetts,MA,2020-03-24,0.0,3618.0
11999,USA,Ohio,OH,2020-03-24,,567.0
8689,USA,Mississippi,MS,2020-03-24,0.0,320.0
15971,USA,Vermont,VT,2020-03-24,0.0,95.0
11006,USA,New Mexico,NM,2020-03-24,0.0,100.0
14978,USA,Utah,UT,2020-03-24,0.0,298.0
15640,USA,Virgin Islands,VI,2020-03-24,0.0,17.0
5710,USA,Kansas,KS,2020-03-24,0.0,100.0
414,USA,Alaska,AK,2020-03-24,0.0,43.0
2069,USA,Colorado,CO,2020-03-24,0.0,912.0
6041,USA,Kentucky,KY,2020-03-24,0.0,162.0
16633,USA,Wisconsin,WI,2020-03-24,0.0,481.0
16302,USA,Washington,WA,2020-03-24,0.0,2328.0
3062,USA,Delaware,DE,2020-03-24,0.0,104.0
12992,USA,Pennsylvania,PA,2020-03-24,0.0,946.0
7365,USA,Maine,ME,2020-03-24,0.0,118.0
2400,USA,Connecticut,CT,2020-03-24,0.0,618.0
745,USA,Alabama,AL,2020-03-24,0.0,298.0
17295,USA,Wyoming,WY,2020-03-24,0.0,29.0
5379,USA,Indiana,IN,2020-03-24,0.0,368.0
16964,USA,West Virginia,WV,2020-03-24,0.0,22.0
2070,USA,Colorado,CO,2020-03-25,0.0,1087.0
4718,USA,Idaho,ID,2020-03-25,0.0,91.0
10676,USA,New Jersey,NJ,2020-03-25,0.0,4402.0
1739,USA,California,CA,2020-03-25,0.0,3009.0
1408,USA,Arizona,AZ,2020-03-25,0.0,401.0
2732,USA,Washington DC,DC,2020-03-25,0.0,187.0
16634,USA,Wisconsin,WI,2020-03-25,0.0,621.0
746,USA,Alabama,AL,2020-03-25,0.0,472.0
14317,USA,Tennessee,TN,2020-03-25,0.0,916.0
14648,USA,Texas,TX,2020-03-25,0.0,1248.0
4056,USA,Hawaii,HI,2020-03-25,0.0,91.0
5711,USA,Kansas,KS,2020-03-25,0.0,134.0
11007,USA,New Mexico,NM,2020-03-25,0.0,113.0
7035,USA,Maryland,MD,2020-03-25,0.0,425.0
9021,USA,Montana,MT,2020-03-25,0.0,65.0
8690,USA,Mississippi,MS,2020-03-25,0.0,377.0
15641,USA,Virgin Islands,VI,2020-03-25,0.0,17.0
15310,USA,Virginia,VA,2020-03-25,1.0,396.0
3394,USA,Florida,FL,2020-03-25,0.0,1682.0
9683,USA,North Dakota,ND,2020-03-25,0.0,45.0
10014,USA,Nebraska,NE,2020-03-25,0.0,71.0
16965,USA,West Virginia,WV,2020-03-25,0.0,39.0
7366,USA,Maine,ME,2020-03-25,0.0,142.0
16303,USA,Washington,WA,2020-03-25,0.0,2591.0
6373,USA,Louisiana,LA,2020-03-25,0.0,1795.0
6042,USA,Kentucky,KY,2020-03-25,0.0,197.0
415,USA,Alaska,AK,2020-03-25,0.0,50.0
14979,USA,Utah,UT,2020-03-25,0.0,340.0
3063,USA,Delaware,DE,2020-03-25,0.0,119.0
15972,USA,Vermont,VT,2020-03-25,0.0,125.0
12000,USA,Ohio,OH,2020-03-25,,704.0
7697,USA,Michigan,MI,2020-03-25,1.0,2468.0
9352,USA,North Carolina,NC,2020-03-25,0.0,661.0
12993,USA,Pennsylvania,PA,2020-03-25,0.0,1260.0
5380,USA,Indiana,IN,2020-03-25,0.0,477.0
6704,USA,Massachusetts,MA,2020-03-25,0.0,4366.0
8359,USA,Missouri,MO,2020-03-25,0.0,382.0
10345,USA,New Hampshire,NH,2020-03-25,0.0,108.0
13324,USA,Rhode Island,RI,2020-03-25,0.0,132.0
3725,USA,Georgia,GA,2020-03-25,0.0,1247.0
17296,USA,Wyoming,WY,2020-03-25,0.0,44.0
11669,USA,New York,NY,2020-03-25,0.0,30841.0
4387,USA,Iowa,IA,2020-03-25,0.0,146.0
11338,USA,Nevada,NV,2020-03-25,0.0,323.0
1077,USA,Arkansas,AR,2020-03-25,0.0,280.0
13986,USA,South Dakota,SD,2020-03-25,0.0,41.0
12331,USA,Oklahoma,OK,2020-03-25,0.0,164.0
5049,USA,Illinois,IL,2020-03-25,0.0,1865.0
2401,USA,Connecticut,CT,2020-03-25,0.0,875.0
8028,USA,Minnesota,MN,2020-03-25,0.0,286.0
12662,USA,Oregon,OR,2020-03-25,0.0,266.0
13655,USA,South Carolina,SC,2020-03-25,0.0,424.0
6374,USA,Louisiana,LA,2020-03-26,0.0,2304.0
9353,USA,North Carolina,NC,2020-03-26,0.0,791.0
10677,USA,New Jersey,NJ,2020-03-26,0.0,6876.0
2402,USA,Connecticut,CT,2020-03-26,0.0,1012.0
14980,USA,Utah,UT,2020-03-26,0.0,396.0
13325,USA,Rhode Island,RI,2020-03-26,0.0,165.0
14649,USA,Texas,TX,2020-03-26,0.0,1563.0
11008,USA,New Mexico,NM,2020-03-26,0.0,113.0
15642,USA,Virgin Islands,VI,2020-03-26,0.0,17.0
15311,USA,Virginia,VA,2020-03-26,1.0,466.0
8029,USA,Minnesota,MN,2020-03-26,0.0,344.0
3726,USA,Georgia,GA,2020-03-26,0.0,1525.0
1078,USA,Arkansas,AR,2020-03-26,0.0,335.0
1740,USA,California,CA,2020-03-26,0.0,3910.0
4719,USA,Idaho,ID,2020-03-26,0.0,146.0
8691,USA,Mississippi,MS,2020-03-26,0.0,485.0
13987,USA,South Dakota,SD,2020-03-26,0.0,46.0
12663,USA,Oregon,OR,2020-03-26,0.0,316.0
13656,USA,South Carolina,SC,2020-03-26,0.0,424.0
8360,USA,Missouri,MO,2020-03-26,0.0,577.0
4388,USA,Iowa,IA,2020-03-26,0.0,179.0
16966,USA,West Virginia,WV,2020-03-26,0.0,52.0
7367,USA,Maine,ME,2020-03-26,0.0,155.0
12994,USA,Pennsylvania,PA,2020-03-26,0.0,1795.0
416,USA,Alaska,AK,2020-03-26,0.0,64.0
6043,USA,Kentucky,KY,2020-03-26,0.0,247.0
12001,USA,Ohio,OH,2020-03-26,,868.0
7698,USA,Michigan,MI,2020-03-26,1.0,3032.0
3064,USA,Delaware,DE,2020-03-26,0.0,130.0
17297,USA,Wyoming,WY,2020-03-26,0.0,53.0
15973,USA,Vermont,VT,2020-03-26,0.0,158.0
5381,USA,Indiana,IN,2020-03-26,0.0,645.0
6705,USA,Massachusetts,MA,2020-03-26,0.0,5301.0
5712,USA,Kansas,KS,2020-03-26,0.0,172.0
5050,USA,Illinois,IL,2020-03-26,0.0,2538.0
11339,USA,Nevada,NV,2020-03-26,0.0,420.0
10015,USA,Nebraska,NE,2020-03-26,0.0,74.0
14318,USA,Tennessee,TN,2020-03-26,0.0,1097.0
4057,USA,Hawaii,HI,2020-03-26,0.0,95.0
16304,USA,Washington,WA,2020-03-26,0.0,3207.0
2071,USA,Colorado,CO,2020-03-26,0.0,1430.0
747,USA,Alabama,AL,2020-03-26,0.0,574.0
7036,USA,Maryland,MD,2020-03-26,0.0,583.0
9022,USA,Montana,MT,2020-03-26,0.0,90.0
11670,USA,New York,NY,2020-03-26,0.0,37397.0
9684,USA,North Dakota,ND,2020-03-26,0.0,51.0
2733,USA,Washington DC,DC,2020-03-26,0.0,231.0
16635,USA,Wisconsin,WI,2020-03-26,0.0,728.0
10346,USA,New Hampshire,NH,2020-03-26,0.0,137.0
12332,USA,Oklahoma,OK,2020-03-26,0.0,248.0
1409,USA,Arizona,AZ,2020-03-26,0.0,508.0
3395,USA,Florida,FL,2020-03-26,0.0,2357.0
7699,USA,Michigan,MI,2020-03-27,1.0,3848.0
14981,USA,Utah,UT,2020-03-27,0.0,472.0
16636,USA,Wisconsin,WI,2020-03-27,0.0,926.0
16967,USA,West Virginia,WV,2020-03-27,0.0,76.0
10347,USA,New Hampshire,NH,2020-03-27,0.0,158.0
6375,USA,Louisiana,LA,2020-03-27,0.0,2744.0
10016,USA,Nebraska,NE,2020-03-27,0.0,82.0
4058,USA,Hawaii,HI,2020-03-27,0.0,106.0
15312,USA,Virginia,VA,2020-03-27,1.0,607.0
1079,USA,Arkansas,AR,2020-03-27,0.0,381.0
417,USA,Alaska,AK,2020-03-27,0.0,75.0
12333,USA,Oklahoma,OK,2020-03-27,0.0,322.0
12002,USA,Ohio,OH,2020-03-27,,1137.0
6044,USA,Kentucky,KY,2020-03-27,0.0,301.0
1741,USA,California,CA,2020-03-27,0.0,4679.0
3065,USA,Delaware,DE,2020-03-27,0.0,163.0
6706,USA,Massachusetts,MA,2020-03-27,0.0,6242.0
15974,USA,Vermont,VT,2020-03-27,0.0,184.0
17298,USA,Wyoming,WY,2020-03-27,0.0,70.0
12995,USA,Pennsylvania,PA,2020-03-27,0.0,2345.0
4389,USA,Iowa,IA,2020-03-27,0.0,235.0
11340,USA,Nevada,NV,2020-03-27,0.0,536.0
7368,USA,Maine,ME,2020-03-27,0.0,168.0
5382,USA,Indiana,IN,2020-03-27,0.0,979.0
9685,USA,North Dakota,ND,2020-03-27,0.0,68.0
8692,USA,Mississippi,MS,2020-03-27,0.0,579.0
14650,USA,Texas,TX,2020-03-27,0.0,1937.0
15643,USA,Virgin Islands,VI,2020-03-27,0.0,19.0
3396,USA,Florida,FL,2020-03-27,0.0,2900.0
11009,USA,New Mexico,NM,2020-03-27,0.0,136.0
13326,USA,Rhode Island,RI,2020-03-27,0.0,203.0
9023,USA,Montana,MT,2020-03-27,0.0,109.0
5051,USA,Illinois,IL,2020-03-27,0.0,3024.0
8361,USA,Missouri,MO,2020-03-27,0.0,744.0
2072,USA,Colorado,CO,2020-03-27,0.0,1738.0
13988,USA,South Dakota,SD,2020-03-27,0.0,58.0
8030,USA,Minnesota,MN,2020-03-27,0.0,396.0
9354,USA,North Carolina,NC,2020-03-27,0.0,963.0
2403,USA,Connecticut,CT,2020-03-27,0.0,1291.0
5713,USA,Kansas,KS,2020-03-27,0.0,206.0
3727,USA,Georgia,GA,2020-03-27,0.0,2000.0
14319,USA,Tennessee,TN,2020-03-27,0.0,1318.0
11671,USA,New York,NY,2020-03-27,0.0,44701.0
13657,USA,South Carolina,SC,2020-03-27,0.0,542.0
10678,USA,New Jersey,NJ,2020-03-27,0.0,8825.0
7037,USA,Maryland,MD,2020-03-27,0.0,775.0
16305,USA,Washington,WA,2020-03-27,0.0,3477.0
4720,USA,Idaho,ID,2020-03-27,0.0,205.0
748,USA,Alabama,AL,2020-03-27,0.0,684.0
1410,USA,Arizona,AZ,2020-03-27,0.0,665.0
12664,USA,Oregon,OR,2020-03-27,0.0,416.0
2734,USA,Washington DC,DC,2020-03-27,0.0,271.0
2073,USA,Colorado,CO,2020-03-28,0.0,2061.0
6376,USA,Louisiana,LA,2020-03-28,0.0,3315.0
9355,USA,North Carolina,NC,2020-03-28,0.0,1105.0
9024,USA,Montana,MT,2020-03-28,0.0,129.0
16637,USA,Wisconsin,WI,2020-03-28,0.0,1055.0
4390,USA,Iowa,IA,2020-03-28,0.0,298.0
2404,USA,Connecticut,CT,2020-03-28,0.0,1524.0
1411,USA,Arizona,AZ,2020-03-28,0.0,773.0
3066,USA,Delaware,DE,2020-03-28,0.0,214.0
10679,USA,New Jersey,NJ,2020-03-28,0.0,11124.0
6045,USA,Kentucky,KY,2020-03-28,0.0,380.0
5383,USA,Indiana,IN,2020-03-28,0.0,1233.0
16968,USA,West Virginia,WV,2020-03-28,0.0,96.0
17299,USA,Wyoming,WY,2020-03-28,0.0,82.0
7369,USA,Maine,ME,2020-03-28,0.0,211.0
3728,USA,Georgia,GA,2020-03-28,0.0,2366.0
12996,USA,Pennsylvania,PA,2020-03-28,0.0,2845.0
749,USA,Alabama,AL,2020-03-28,0.0,801.0
13989,USA,South Dakota,SD,2020-03-28,0.0,68.0
14651,USA,Texas,TX,2020-03-28,0.0,2455.0
12334,USA,Oklahoma,OK,2020-03-28,0.0,377.0
3397,USA,Florida,FL,2020-03-28,0.0,3763.0
4721,USA,Idaho,ID,2020-03-28,0.0,234.0
12665,USA,Oregon,OR,2020-03-28,0.0,479.0
11672,USA,New York,NY,2020-03-28,0.0,52400.0
8362,USA,Missouri,MO,2020-03-28,0.0,864.0
7700,USA,Michigan,MI,2020-03-28,1.0,4890.0
418,USA,Alaska,AK,2020-03-28,0.0,92.0
12003,USA,Ohio,OH,2020-03-28,,1406.0
10017,USA,Nebraska,NE,2020-03-28,0.0,96.0
13658,USA,South Carolina,SC,2020-03-28,0.0,660.0
15313,USA,Virginia,VA,2020-03-28,1.0,740.0
1742,USA,California,CA,2020-03-28,0.0,5110.0
16306,USA,Washington,WA,2020-03-28,0.0,4030.0
15975,USA,Vermont,VT,2020-03-28,0.0,211.0
6707,USA,Massachusetts,MA,2020-03-28,0.0,6899.0
4059,USA,Hawaii,HI,2020-03-28,0.0,149.0
2735,USA,Washington DC,DC,2020-03-28,0.0,304.0
11341,USA,Nevada,NV,2020-03-28,0.0,626.0
5052,USA,Illinois,IL,2020-03-28,0.0,3491.0
5714,USA,Kansas,KS,2020-03-28,0.0,266.0
9686,USA,North Dakota,ND,2020-03-28,0.0,94.0
14320,USA,Tennessee,TN,2020-03-28,0.0,1511.0
8693,USA,Mississippi,MS,2020-03-28,0.0,663.0
8031,USA,Minnesota,MN,2020-03-28,0.0,441.0
15644,USA,Virgin Islands,VI,2020-03-28,0.0,22.0
1080,USA,Arkansas,AR,2020-03-28,0.0,409.0
11010,USA,New Mexico,NM,2020-03-28,0.0,208.0
13327,USA,Rhode Island,RI,2020-03-28,0.0,239.0
14982,USA,Utah,UT,2020-03-28,0.0,602.0
10348,USA,New Hampshire,NH,2020-03-28,0.0,187.0
7038,USA,Maryland,MD,2020-03-28,0.0,995.0
2405,USA,Connecticut,CT,2020-03-29,0.0,1993.0
14321,USA,Tennessee,TN,2020-03-29,0.0,1720.0
10018,USA,Nebraska,NE,2020-03-29,0.0,108.0
16969,USA,West Virginia,WV,2020-03-29,0.0,113.0
12335,USA,Oklahoma,OK,2020-03-29,0.0,429.0
17300,USA,Wyoming,WY,2020-03-29,0.0,86.0
7039,USA,Maryland,MD,2020-03-29,0.0,1239.0
6708,USA,Massachusetts,MA,2020-03-29,0.0,7422.0
5053,USA,Illinois,IL,2020-03-29,0.0,4596.0
15314,USA,Virginia,VA,2020-03-29,1.0,890.0
7370,USA,Maine,ME,2020-03-29,0.0,253.0
14652,USA,Texas,TX,2020-03-29,0.0,2792.0
15645,USA,Virgin Islands,VI,2020-03-29,0.0,23.0
13328,USA,Rhode Island,RI,2020-03-29,0.0,294.0
2736,USA,Washington DC,DC,2020-03-29,0.0,342.0
12004,USA,Ohio,OH,2020-03-29,,1653.0
9356,USA,North Carolina,NC,2020-03-29,0.0,1234.0
6377,USA,Louisiana,LA,2020-03-29,0.0,3540.0
5715,USA,Kansas,KS,2020-03-29,0.0,330.0
16307,USA,Washington,WA,2020-03-29,0.0,4465.0
11673,USA,New York,NY,2020-03-29,0.0,59648.0
13659,USA,South Carolina,SC,2020-03-29,0.0,774.0
4722,USA,Idaho,ID,2020-03-29,0.0,281.0
12666,USA,Oregon,OR,2020-03-29,0.0,548.0
8363,USA,Missouri,MO,2020-03-29,0.0,934.0
419,USA,Alaska,AK,2020-03-29,0.0,111.0
1743,USA,California,CA,2020-03-29,0.0,5863.0
15976,USA,Vermont,VT,2020-03-29,0.0,235.0
9687,USA,North Dakota,ND,2020-03-29,0.0,98.0
8694,USA,Mississippi,MS,2020-03-29,0.0,759.0
8032,USA,Minnesota,MN,2020-03-29,0.0,503.0
1081,USA,Arkansas,AR,2020-03-29,0.0,426.0
2074,USA,Colorado,CO,2020-03-29,0.0,2308.0
9025,USA,Montana,MT,2020-03-29,0.0,154.0
3067,USA,Delaware,DE,2020-03-29,0.0,232.0
5384,USA,Indiana,IN,2020-03-29,0.0,1513.0
6046,USA,Kentucky,KY,2020-03-29,0.0,438.0
12997,USA,Pennsylvania,PA,2020-03-29,0.0,3432.0
13990,USA,South Dakota,SD,2020-03-29,0.0,90.0
4391,USA,Iowa,IA,2020-03-29,0.0,336.0
1412,USA,Arizona,AZ,2020-03-29,0.0,919.0
750,USA,Alabama,AL,2020-03-29,0.0,880.0
10680,USA,New Jersey,NJ,2020-03-29,0.0,13386.0
3729,USA,Georgia,GA,2020-03-29,0.0,2651.0
11011,USA,New Mexico,NM,2020-03-29,0.0,237.0
4060,USA,Hawaii,HI,2020-03-29,0.0,149.0
11342,USA,Nevada,NV,2020-03-29,0.0,920.0
14983,USA,Utah,UT,2020-03-29,0.0,720.0
7701,USA,Michigan,MI,2020-03-29,1.0,5753.0
3398,USA,Florida,FL,2020-03-29,0.0,4246.0
10349,USA,New Hampshire,NH,2020-03-29,0.0,214.0
16638,USA,Wisconsin,WI,2020-03-29,0.0,1164.0
420,USA,Alaska,AK,2020-03-30,0.0,119.0
6047,USA,Kentucky,KY,2020-03-30,0.0,479.0
16639,USA,Wisconsin,WI,2020-03-30,0.0,1230.0
12005,USA,Ohio,OH,2020-03-30,,1933.0
1744,USA,California,CA,2020-03-30,0.0,7155.0
12998,USA,Pennsylvania,PA,2020-03-30,0.0,4155.0
13991,USA,South Dakota,SD,2020-03-30,0.0,101.0
8364,USA,Missouri,MO,2020-03-30,0.0,1289.0
10350,USA,New Hampshire,NH,2020-03-30,0.0,314.0
12667,USA,Oregon,OR,2020-03-30,0.0,606.0
12336,USA,Oklahoma,OK,2020-03-30,0.0,481.0
9357,USA,North Carolina,NC,2020-03-30,0.0,1426.0
7702,USA,Michigan,MI,2020-03-30,1.0,6803.0
4723,USA,Idaho,ID,2020-03-30,0.0,340.0
17301,USA,Wyoming,WY,2020-03-30,0.0,94.0
7040,USA,Maryland,MD,2020-03-30,0.0,1413.0
14984,USA,Utah,UT,2020-03-30,0.0,798.0
2737,USA,Washington DC,DC,2020-03-30,0.0,401.0
11012,USA,New Mexico,NM,2020-03-30,0.0,237.0
16970,USA,West Virginia,WV,2020-03-30,0.0,145.0
1082,USA,Arkansas,AR,2020-03-30,0.0,473.0
2075,USA,Colorado,CO,2020-03-30,0.0,2627.0
9026,USA,Montana,MT,2020-03-30,0.0,171.0
15646,USA,Virgin Islands,VI,2020-03-30,0.0,30.0
8695,USA,Mississippi,MS,2020-03-30,0.0,847.0
15315,USA,Virginia,VA,2020-03-30,1.0,1020.0
3399,USA,Florida,FL,2020-03-30,0.0,5473.0
3068,USA,Delaware,DE,2020-03-30,0.0,264.0
14653,USA,Texas,TX,2020-03-30,0.0,3173.0
5054,USA,Illinois,IL,2020-03-30,0.0,5056.0
9688,USA,North Dakota,ND,2020-03-30,0.0,109.0
6378,USA,Louisiana,LA,2020-03-30,0.0,4025.0
11343,USA,Nevada,NV,2020-03-30,0.0,1012.0
5385,USA,Indiana,IN,2020-03-30,0.0,1786.0
7371,USA,Maine,ME,2020-03-30,0.0,275.0
15977,USA,Vermont,VT,2020-03-30,0.0,256.0
4392,USA,Iowa,IA,2020-03-30,0.0,424.0
13329,USA,Rhode Island,RI,2020-03-30,0.0,408.0
3730,USA,Georgia,GA,2020-03-30,0.0,2808.0
14322,USA,Tennessee,TN,2020-03-30,0.0,1917.0
10681,USA,New Jersey,NJ,2020-03-30,0.0,16636.0
6709,USA,Massachusetts,MA,2020-03-30,0.0,8660.0
16308,USA,Washington,WA,2020-03-30,0.0,4923.0
13660,USA,South Carolina,SC,2020-03-30,0.0,925.0
2406,USA,Connecticut,CT,2020-03-30,0.0,2571.0
1413,USA,Arizona,AZ,2020-03-30,0.0,1157.0
11674,USA,New York,NY,2020-03-30,0.0,66663.0
8033,USA,Minnesota,MN,2020-03-30,0.0,576.0
5716,USA,Kansas,KS,2020-03-30,0.0,372.0
10019,USA,Nebraska,NE,2020-03-30,0.0,145.0
751,USA,Alabama,AL,2020-03-30,0.0,1001.0
4061,USA,Hawaii,HI,2020-03-30,0.0,175.0
14985,USA,Utah,UT,2020-03-31,0.0,888.0
9689,USA,North Dakota,ND,2020-03-31,0.0,122.0
1414,USA,Arizona,AZ,2020-03-31,0.0,1289.0
3731,USA,Georgia,GA,2020-03-31,0.0,3929.0
14323,USA,Tennessee,TN,2020-03-31,0.0,2391.0
11344,USA,Nevada,NV,2020-03-31,0.0,1114.0
7372,USA,Maine,ME,2020-03-31,0.0,303.0
5386,USA,Indiana,IN,2020-03-31,0.0,2158.0
14654,USA,Texas,TX,2020-03-31,0.0,3809.0
8034,USA,Minnesota,MN,2020-03-31,0.0,629.0
3069,USA,Delaware,DE,2020-03-31,0.0,319.0
2076,USA,Colorado,CO,2020-03-31,0.0,2966.0
10682,USA,New Jersey,NJ,2020-03-31,0.0,18696.0
15647,USA,Virgin Islands,VI,2020-03-31,0.0,30.0
4062,USA,Hawaii,HI,2020-03-31,0.0,204.0
15316,USA,Virginia,VA,2020-03-31,1.0,1249.0
9027,USA,Montana,MT,2020-03-31,0.0,198.0
8696,USA,Mississippi,MS,2020-03-31,0.0,937.0
3400,USA,Florida,FL,2020-03-31,0.0,6741.0
9358,USA,North Carolina,NC,2020-03-31,0.0,1578.0
10020,USA,Nebraska,NE,2020-03-31,0.0,172.0
11013,USA,New Mexico,NM,2020-03-31,0.0,315.0
2407,USA,Connecticut,CT,2020-03-31,0.0,3128.0
16971,USA,West Virginia,WV,2020-03-31,0.0,162.0
1083,USA,Arkansas,AR,2020-03-31,0.0,523.0
5055,USA,Illinois,IL,2020-03-31,0.0,5994.0
16309,USA,Washington,WA,2020-03-31,0.0,5432.0
6379,USA,Louisiana,LA,2020-03-31,0.0,5237.0
13992,USA,South Dakota,SD,2020-03-31,0.0,108.0
12337,USA,Oklahoma,OK,2020-03-31,0.0,568.0
17302,USA,Wyoming,WY,2020-03-31,0.0,109.0
11675,USA,New York,NY,2020-03-31,0.0,75853.0
12668,USA,Oregon,OR,2020-03-31,0.0,690.0
13330,USA,Rhode Island,RI,2020-03-31,0.0,488.0
7703,USA,Michigan,MI,2020-03-31,1.0,7951.0
421,USA,Alaska,AK,2020-03-31,0.0,129.0
16640,USA,Wisconsin,WI,2020-03-31,0.0,1412.0
752,USA,Alabama,AL,2020-03-31,0.0,1063.0
1745,USA,California,CA,2020-03-31,0.0,8233.0
5717,USA,Kansas,KS,2020-03-31,0.0,434.0
12999,USA,Pennsylvania,PA,2020-03-31,0.0,4963.0
12006,USA,Ohio,OH,2020-03-31,,2199.0
4724,USA,Idaho,ID,2020-03-31,0.0,515.0
10351,USA,New Hampshire,NH,2020-03-31,0.0,357.0
4393,USA,Iowa,IA,2020-03-31,0.0,497.0
13661,USA,South Carolina,SC,2020-03-31,0.0,1083.0
2738,USA,Washington DC,DC,2020-03-31,0.0,495.0
7041,USA,Maryland,MD,2020-03-31,0.0,1660.0
6048,USA,Kentucky,KY,2020-03-31,0.0,628.0
15978,USA,Vermont,VT,2020-03-31,0.0,293.0
6710,USA,Massachusetts,MA,2020-03-31,0.0,9924.0
8365,USA,Missouri,MO,2020-03-31,0.0,1550.0
